"Country","Age","Gender","Kids","Edu","WorkStatus","Income","Occupation","PositionYrs","PositionMnth","CommSize","MaritalStatus","NumofSons","NumofDaughters","XDP1","XDP2","XDP3","XDP4","XDP5","XAIP1","XAIP2","XAIP3","XAIP4","XAIP5","XAIP6","XAIP7","XAIP8","XAIP9","XAIP10","XAIP11","XAIP12","XAIP13","XAIP14","XAIP15","XGP1","XGP2","XGP3","XGP4","XGP5","XGP6","XGP7","XGP8","XGP9","XGP10","XGP11","XGP12","XGP13","XGP14","XGP15","XGP16","XGP17","XGP18","XGP19","XGP20","XSWLS1","XSWLS2","XSWLS3","XSWLS4","XSWLS5","Yourself","Others","DP_Mean","AIP_Mean","GP_Mean","SWLS_Mean","HDI","Development.Category"
"United States",45,"Female","Yes Kids","deg","full-time",150000,"",3,0,"Village","Married",NA,1,3,3,3,2,2,1,1,3,3,2,3,2,3,2,5,2,2,1,2,3,5,1,2,3,5,5,4,3,4,1,4,4,5,2,4,5,5,4,3,4,3,4,4,4,2,"yes","no",2.6,2.33333333333333,3.65,3.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","part-time",67500,"",8,0,"Village","Married",NA,0,4,4,4,4,4,1,1,5,1,1,2,3,3,1,1,2,1,1,1,3,4,1,1,3,1,1,4,2,4,1,4,4,1,1,3,1,1,4,4,5,3,3,3,4,4,"yes","no",4,1.8,2.5,3.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","part-time",10000,"",2,0,"Small Town","Married",NA,1,3,3,2,2,3,2,1,2,1,3,3,2,3,2,3,2,1,3,1,2,3,2,3,2,2,3,2,4,4,2,4,4,3,3,5,4,2,4,3,4,3,3,3,2,2,"yes","no",2.6,2.06666666666667,3.15,2.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",55000,"",5,0,"Large Town","Married",NA,1,3,3,4,1,1,1,1,5,1,1,1,2,2,1,1,3,2,2,3,3,2,1,5,2,1,1,3,4,4,1,2,3,4,3,3,4,4,2,2,2,4,4,4,4,3,"no","no",2.4,1.93333333333333,2.65,3.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ltuni","retired",150000,"",0,0,"Rural/Country","Married",NA,1,3,3,2,2,2,1,1,2,2,1,3,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,2,3,1,4,3,1,2,2,4,3,2,3,2,4,2,2,4,1,"no","no",2.4,1.53333333333333,2.3,2.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"",5,2,"Large Town","Married",NA,0,3,1,1,1,1,1,1,2,3,2,3,1,1,2,3,3,2,3,1,2,2,1,1,1,2,1,3,1,4,1,3,4,3,1,1,4,3,3,3,2,4,3,3,3,3,"no","no",1.4,2,2.2,3.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","retired",67500,"",0,0,"Small Town","Married",NA,1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,3,1,2,2,1,3,2,5,2,2,2,1,3,4,4,4,5,"yes","no",1.4,1.6,1.85,4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"",0,0,"Large Town","Married",NA,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,3,3,1,4,3,2,2,2,2,1,2,2,3,1,1,2,3,2,2,4,3,4,3,3,3,4,5,4,1,"yes","no",1.2,1.8,2.35,3.4,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",250000,"",5,0,"Small Town","Married",NA,1,4,3,3,2,2,3,3,4,4,3,2,2,3,2,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,5,3,4,3,3,2,3,3,4,3,"yes","no",2.8,3,3.35,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",67500,"",4,0,"Small Town","Divorced",NA,0,1,5,5,2,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,3,5,5,5,5,5,5,3,5,3,3,3,3,3,"yes","no",3.6,4.4,4.55,3,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ltuni","full-time",35000,"",7,2,"Village","Single",NA,0,4,3,4,2,2,1,2,5,3,2,2,3,3,2,2,4,4,2,5,2,2,3,5,3,2,3,4,4,3,3,4,3,1,5,4,5,3,2,2,2,1,2,2,2,1,"yes","yes",3,2.8,3.15,1.6,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","phd","full-time",150000,"",0,0,"Rural/Country","Widowed",NA,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,4,3,3,2,2,2,2,3,3,2,2,2,2,3,1,2,3,3,2,3,3,2,2,2,3,4,3,4,4,4,"no","no",2,2.13333333333333,2.35,3.8,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","deg","full-time",55000,"",3,0,"Rural/Country","Married",NA,0,3,4,5,2,2,1,1,4,2,3,1,3,3,1,2,4,2,4,2,1,1,1,5,2,2,4,1,3,2,1,4,3,1,3,3,4,2,1,3,3,5,5,5,5,4,"yes","yes",3.2,2.26666666666667,2.45,4.8,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ltuni","full-time",35000,"",6,0,"Rural/Country","Divorced",NA,1,2,3,3,3,3,2,1,5,1,2,1,1,5,4,3,3,1,4,1,3,3,1,2,2,1,2,2,3,2,1,5,1,3,2,4,1,1,4,3,3,1,2,2,1,4,"yes","no",2.8,2.46666666666667,2.3,2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","lthigh","full-time",150000,"",0,0,"Large Town","Married",NA,2,2,2,2,2,2,1,2,5,4,3,3,4,3,4,4,4,3,3,3,4,4,2,4,4,2,2,4,3,4,3,4,3,2,3,4,4,4,3,4,3,4,4,4,4,4,"yes","yes",2,3.33333333333333,3.3,4,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","part-time",67500,"",4,0,"Village","Married",NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,2,"yes","yes",5,5,4.4,1.2,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ma","full-time",67500,"",6,0,"Rural/Country","Divorced",NA,1,3,5,3,4,4,1,4,5,5,5,3,4,4,5,5,1,5,2,4,5,4,1,1,3,2,1,5,3,4,5,4,5,4,2,4,2,2,5,5,4,4,4,5,3,1,"yes","yes",3.8,3.86666666666667,3.3,3.4,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ma","full-time",87500,"",3,0,"Large Town","Married",NA,1,3,2,3,2,3,4,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",2.6,2.86666666666667,3,3,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","ltuni","full-time",35000,"",5,5,"Large Town","Married",NA,0,5,4,4,2,2,1,1,2,3,4,4,3,4,4,4,4,4,2,4,3,4,1,2,3,4,3,3,3,4,2,4,4,1,3,5,5,3,5,5,2,4,4,4,2,2,"yes","no",3.4,3.13333333333333,3.3,3.2,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","phd","full-time",87500,"",0,0,"Village","Married",NA,1,5,5,5,5,5,5,1,5,3,5,5,5,5,4,5,4,2,5,3,5,5,5,4,3,5,2,5,4,5,5,4,5,5,4,5,5,5,5,5,5,1,4,1,1,1,"yes","yes",5,4.13333333333333,4.55,1.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","full-time",150000,"",13,0,"Rural/Country","Divorced",NA,0,2,2,2,2,2,1,1,5,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,5,1,1,1,1,1,1,1,1,1,4,4,4,4,3,"no","no",2,1.8,1.6,3.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",150000,"",5,7,"Rural/Country","Married",NA,1,3,2,3,2,2,1,1,2,2,2,1,2,2,2,3,4,2,4,2,1,3,1,2,2,3,3,2,4,2,3,2,3,2,3,2,3,2,2,3,3,4,4,3,4,4,"no","no",2.4,2.06666666666667,2.5,3.8,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ma","full-time",87500,"",6,5,"Village","Married",NA,0,2,2,1,1,1,1,2,2,3,2,1,1,3,2,3,1,2,3,2,3,2,1,2,3,1,2,1,2,2,2,4,2,3,1,2,3,2,3,2,1,4,3,4,4,3,"no","no",1.4,2.06666666666667,2.05,3.6,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ma","part-time",55000,"",0,3,"Large Town","Married",NA,1,3,4,2,2,2,1,2,5,4,3,1,3,3,2,3,2,4,2,3,3,3,2,2,5,1,2,2,4,3,2,4,4,3,1,4,3,3,4,4,5,4,3,4,5,1,"yes","yes",2.6,2.73333333333333,3.05,3.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","part-time",35000,"",10,0,"Large Town","Married",NA,1,2,2,2,2,2,2,3,3,4,3,1,3,3,1,2,2,4,2,2,3,3,2,2,2,4,2,4,2,4,3,2,5,3,3,4,4,2,3,2,2,4,4,4,4,4,"yes","yes",2,2.53333333333333,2.9,4,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","phd","full-time",67500,"",0,4,"Large Town","Married",NA,1,4,2,3,2,2,1,1,3,2,2,1,3,5,1,4,1,2,2,1,2,3,1,2,5,2,3,3,4,4,2,3,3,1,2,4,3,2,3,3,2,4,4,4,3,3,"yes","no",2.6,2.06666666666667,2.75,3.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",150000,"",13,3,"Village","Married",NA,0,3,3,2,2,2,1,3,5,4,3,2,4,4,3,4,2,4,2,3,4,4,1,1,1,1,4,2,2,3,3,4,3,1,4,4,4,2,3,1,2,2,2,2,2,3,"no","yes",2.4,3.2,2.5,2.2,0.92,"Very high human development"
"United States",25,"Male","Yes Kids","ltuni","student",15000,"",1,0,"Small Town","Single",NA,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,4,1,2,1,2,2,3,3,4,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,1,4,5,"no","no",1.6,1.8,2.15,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","full-time",250000,"",0,0,"Large Town","Married",NA,1,3,3,2,1,1,3,2,5,3,4,1,3,3,2,3,2,3,2,2,3,4,1,2,3,3,3,4,4,4,4,4,4,4,5,4,5,3,4,5,5,3,4,3,3,1,"yes","yes",2,2.73333333333333,3.75,2.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",25000,"",0,0,"Large Town","Separated",NA,2,2,3,2,1,1,2,1,5,1,2,1,2,2,5,2,2,2,4,2,1,3,1,4,2,1,1,2,3,3,2,4,2,3,3,2,4,2,3,3,3,3,3,3,3,3,"yes","yes",1.8,2.26666666666667,2.55,3,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ltuni","full-time",25000,"",0,4,"Small Town","Single",NA,3,3,3,5,1,1,2,3,3,4,3,5,3,5,1,5,1,4,3,2,1,2,1,2,4,3,4,1,3,3,1,3,1,5,5,1,3,3,2,2,5,1,1,3,2,1,"yes","no",2.6,3,2.7,1.6,0.92,"Very high human development"
"Venezuela",37.5,"Male","Yes Kids","ma","full-time",150000,"Economy",7,0,"Large-City","Divorced",NA,1,2,2,2,2,2,4,4,4,2,2,2,2,4,2,2,4,4,4,2,2,2,2,4,4,2,4,2,4,2,2,4,2,4,4,4,2,2,4,2,4,2,2,2,2,2,"yes","",2,2.93333333333333,3,2,0.767,"High human development"
